relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_disease,parent-child,33586,465,disease,atrioventricular block (disease),MONDO,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,83896,467_468_1261_466_20744,disease,atrioventricular block,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,83896,467_468_1261_466_20744,disease,atrioventricular block,MONDO_grouped,33586,465,disease,atrioventricular block (disease),MONDO
disease_disease,parent-child,36401,469,disease,sinoatrial node disease,MONDO,35668,5449,disease,conduction system disorder,MONDO
disease_disease,parent-child,36401,469,disease,sinoatrial node disease,MONDO,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,37662,470,disease,endocardium disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,36883,471,disease,tricuspid valve disease,MONDO,35670,2869,disease,heart valve disease,MONDO
disease_disease,parent-child,36179,474,disease,pericardium disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,84058,745,disease,cardiac arrest,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,95299,811,disease,anomalous left coronary artery from the pulmonary artery,MONDO,35850,1389,disease,congenital coronary artery anomaly,MONDO
disease_disease,parent-child,95300,813,disease,cardiac tuberculosis,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,95300,813,disease,cardiac tuberculosis,MONDO,35638,21166,disease,inflammatory disease,MONDO
disease_disease,parent-child,95300,813,disease,cardiac tuberculosis,MONDO,32505,18076,disease,tuberculosis,MONDO
disease_disease,parent-child,27299,12684_908_12434_12180_12506_11459_11831_11460_11189_7152_11188_10975,disease,arrhythmogenic right ventricular dysplasia,MONDO_grouped,35888,16342_17401_17402_17403,disease,familial isolated arrhythmogenic ventricular dysplasia,MONDO_grouped
disease_disease,parent-child,95353,3674_990,disease,subendocardial myocardial infarction,MONDO_grouped,35958,19050_4781_44348_44349,disease,hemoglobinopathy,MONDO_grouped
disease_disease,parent-child,35660,992,disease,heart conduction disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,37274,1063,disease,cardia cancer,MONDO,29945,1056,disease,gastric cancer,MONDO
disease_disease,parent-child,95392,1089,disease,acute inferolateral myocardial infarction,MONDO,35958,19050_4781_44348_44349,disease,hemoglobinopathy,MONDO_grouped
disease_disease,parent-child,83824,6652_3678_1090_3672_3673_3676_3677_3679_6803,disease,myocardial infarction,MONDO_grouped,35958,19050_4781_44348_44349,disease,hemoglobinopathy,MONDO_grouped
disease_disease,parent-child,84224,1297,disease,cardiac tamponade,MONDO,33673,1370,disease,pericardial effusion (disease),MONDO
disease_disease,parent-child,95477,1302,disease,hypertensive heart disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,36973,1322,disease,pericardium cancer,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,36149,1340,disease,heart cancer,MONDO,36160,21209,disease,heart neoplasm,MONDO
disease_disease,parent-child,36149,1340,disease,heart cancer,MONDO,36161,3274,disease,thoracic cancer,MONDO
disease_disease,parent-child,36149,1340,disease,heart cancer,MONDO,36162,2100,disease,cardiovascular cancer,MONDO
disease_disease,parent-child,33673,1370,disease,pericardial effusion (disease),MONDO,36179,474,disease,pericardium disease,MONDO
disease_disease,parent-child,35850,1389,disease,congenital coronary artery anomaly,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,35850,1389,disease,congenital coronary artery anomaly,MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,95559,1492,disease,kyphoscoliotic heart disease,MONDO,36235,1493,disease,chronic pulmonary heart disease,MONDO
disease_disease,parent-child,36235,1493,disease,chronic pulmonary heart disease,MONDO,36236,4596,disease,cor pulmonale,MONDO
disease_disease,parent-child,95594,1562,disease,displacement of cardia through esophageal hiatus,MONDO,30802,7721,disease,hiatus hernia (disease),MONDO
disease_disease,parent-child,95657,1707,disease,cardiac sarcoidosis,MONDO,32967,19338,disease,sarcoidosis,MONDO
disease_disease,parent-child,95657,1707,disease,cardiac sarcoidosis,MONDO,36341,16345,disease,non-familial restrictive cardiomyopathy,MONDO
disease_disease,parent-child,38958,1823,disease,sick sinus syndrome,MONDO,36401,469,disease,sinoatrial node disease,MONDO
disease_disease,parent-child,95757,1899,disease,rheumatic congestive heart failure,MONDO,36432,5009,disease,congestive heart failure,MONDO
disease_disease,parent-child,95757,1899,disease,rheumatic congestive heart failure,MONDO,36433,6955,disease,rheumatic heart disease,MONDO
disease_disease,parent-child,95794,1990,disease,malignant cardiac peripheral nerve sheath neoplasm,MONDO,36459,17827,disease,malignant peripheral nerve sheath tumor,MONDO
disease_disease,parent-child,95794,1990,disease,malignant cardiac peripheral nerve sheath neoplasm,MONDO,36460,3354,disease,heart sarcoma,MONDO
disease_disease,parent-child,95795,1991,disease,malignant cardiac germ cell tumor,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,95795,1991,disease,malignant cardiac germ cell tumor,MONDO,36461,20589,disease,cardiac germ cell tumor,MONDO
disease_disease,parent-child,95795,1991,disease,malignant cardiac germ cell tumor,MONDO,35706,3113,disease,extragonadal germ cell cancer,MONDO
disease_disease,parent-child,38437,1999_5149,disease,pulmonary hypertension,MONDO_grouped,36235,1493,disease,chronic pulmonary heart disease,MONDO
disease_disease,parent-child,29318,13746_13749_13748_2070,disease,ventricular septal defect,MONDO_grouped,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,29318,13746_13749_13748_2070,disease,ventricular septal defect,MONDO_grouped,36491,2078,disease,heart septal defect,MONDO
disease_disease,parent-child,36491,2078,disease,heart septal defect,MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,27326,100316_12738_14550_14548_13279_12737_13062_12736_11377_32915_13370_13367_13372_2442_32756,disease,long QT syndrome,MONDO_grouped,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,36956,2772,disease,intraventricular meningioma,MONDO,36837,21322,disease,malignant tumor of meninges,MONDO
disease_disease,parent-child,36956,2772,disease,intraventricular meningioma,MONDO,36838,642,disease,brain meningioma,MONDO
disease_disease,parent-child,36956,2772,disease,intraventricular meningioma,MONDO,36781,2682,disease,cerebral ventricle cancer,MONDO
disease_disease,parent-child,35670,2869,disease,heart valve disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,96103,3053,disease,choroid plexus meningioma,MONDO,36956,2772,disease,intraventricular meningioma,MONDO
disease_disease,parent-child,96160,3254,disease,cardiac granular cell neoplasm,MONDO,37018,3250,disease,benign granular cell tumor,MONDO
disease_disease,parent-child,96160,3254,disease,cardiac granular cell neoplasm,MONDO,37019,21508,disease,benign neoplasm of epicardium,MONDO
disease_disease,parent-child,96207,3353,disease,heart leiomyosarcoma,MONDO,36535,5058,disease,leiomyosarcoma,MONDO
disease_disease,parent-child,96207,3353,disease,heart leiomyosarcoma,MONDO,36460,3354,disease,heart sarcoma,MONDO
disease_disease,parent-child,36460,3354,disease,heart sarcoma,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,36460,3354,disease,heart sarcoma,MONDO,36078,18078,disease,soft tissue sarcoma,MONDO
disease_disease,parent-child,36441,3628,disease,pulmonary valve disease,MONDO,35670,2869,disease,heart valve disease,MONDO
disease_disease,parent-child,96335,3670,disease,posteroinferior myocardial infarction,MONDO,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,96336,3671,disease,septal myocardial infarction,MONDO,35721,3939,disease,muscle tissue disease,MONDO
disease_disease,parent-child,96336,3671,disease,septal myocardial infarction,MONDO,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,83824,6652_3678_1090_3672_3673_3676_3677_3679_6803,disease,myocardial infarction,MONDO_grouped,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,95353,3674_990,disease,subendocardial myocardial infarction,MONDO_grouped,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,96337,3675,disease,posterolateral myocardial infarction,MONDO,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,96342,3687,disease,endocardium cancer,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,96373,3742,disease,heart fibrosarcoma,MONDO,33708,5164,disease,fibrosarcoma (disease),MONDO
disease_disease,parent-child,96373,3742,disease,heart fibrosarcoma,MONDO,36460,3354,disease,heart sarcoma,MONDO
disease_disease,parent-child,96374,3743,disease,heart malignant hemangiopericytoma,MONDO,36611,5094,disease,hemangiopericytoma,MONDO
disease_disease,parent-child,96374,3743,disease,heart malignant hemangiopericytoma,MONDO,36160,21209,disease,heart neoplasm,MONDO
disease_disease,parent-child,36137,3767,disease,mitral valve disease,MONDO,35670,2869,disease,heart valve disease,MONDO
disease_disease,parent-child,96388,3775,disease,lateral ventricle meningioma,MONDO,36956,2772,disease,intraventricular meningioma,MONDO
disease_disease,parent-child,31047,32783_24523_13902_3803,disease,aortic valve disease,MONDO_grouped,37256,45001,disease,cardiac ventricle disease,MONDO
disease_disease,parent-child,31047,32783_24523_13902_3803,disease,aortic valve disease,MONDO_grouped,35670,2869,disease,heart valve disease,MONDO
disease_disease,parent-child,94622,3805,disease,malignant pericardial mesothelioma,MONDO,30725,6292,disease,malignant mesothelioma (disease),MONDO
disease_disease,parent-child,94622,3805,disease,malignant pericardial mesothelioma,MONDO,36973,1322,disease,pericardium cancer,MONDO
disease_disease,parent-child,37275,3834,disease,gastric cardia carcinoma,MONDO,37273,4950,disease,gastric carcinoma,MONDO
disease_disease,parent-child,37275,3834,disease,gastric cardia carcinoma,MONDO,37274,1063,disease,cardia cancer,MONDO
disease_disease,parent-child,96408,3835,disease,gastric cardia adenocarcinoma,MONDO,36004,5036,disease,gastric adenocarcinoma,MONDO
disease_disease,parent-child,96408,3835,disease,gastric cardia adenocarcinoma,MONDO,37275,3834,disease,gastric cardia carcinoma,MONDO
disease_disease,parent-child,96411,3840,disease,epicardium lipoma,MONDO,37280,3841,disease,heart lipoma,MONDO
disease_disease,parent-child,37280,3841,disease,heart lipoma,MONDO,35934,5106,disease,lipoma,MONDO
disease_disease,parent-child,37280,3841,disease,heart lipoma,MONDO,37281,21450,disease,benign neoplasm of heart,MONDO
disease_disease,parent-child,96459,3917,disease,heart lymphoma,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,96459,3917,disease,heart lymphoma,MONDO,35970,5062,disease,lymphoma,MONDO
disease_disease,parent-child,96772,4432,disease,mature pericardial teratoma,MONDO,37210,3517,disease,mature teratoma,MONDO
disease_disease,parent-child,96772,4432,disease,mature pericardial teratoma,MONDO,36150,21381,disease,neoplasm of pericardium,MONDO
disease_disease,parent-child,36041,4496,disease,myocarditis,MONDO,37522,24643,disease,myocardial disorder,MONDO
disease_disease,parent-child,36041,4496,disease,myocarditis,MONDO,37523,24636,disease,inflammation of heart layer,MONDO
disease_disease,parent-child,96870,4582,disease,rheumatic myocarditis,MONDO,36433,6955,disease,rheumatic heart disease,MONDO
disease_disease,parent-child,37550,4595,disease,acute pulmonary heart disease,MONDO,36236,4596,disease,cor pulmonale,MONDO
disease_disease,parent-child,36236,4596,disease,cor pulmonale,MONDO,36432,5009,disease,congestive heart failure,MONDO
disease_disease,parent-child,96876,4597,disease,pulmonary embolism and infarction,MONDO,37550,4595,disease,acute pulmonary heart disease,MONDO
disease_disease,parent-child,96877,4598,disease,acute cor pulmonale,MONDO,37550,4595,disease,acute pulmonary heart disease,MONDO
disease_disease,parent-child,96923,4749,disease,myocardium cancer,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,96924,4752,disease,neurofibroma of the heart,MONDO,36149,1340,disease,heart cancer,MONDO
disease_disease,parent-child,96924,4752,disease,neurofibroma of the heart,MONDO,27818,16755,disease,neurofibroma,MONDO
disease_disease,parent-child,96924,4752,disease,neurofibroma of the heart,MONDO,36027,21089,disease,peripheral nervous system cancer,MONDO
disease_disease,parent-child,96938,4780,disease,strictly posterior acute myocardial infarction,MONDO,35958,19050_4781_44348_44349,disease,hemoglobinopathy,MONDO_grouped
disease_disease,parent-child,35958,19050_4781_44348_44349,disease,hemoglobinopathy,MONDO_grouped,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,94729,4876,disease,myocardial stunning,MONDO,37180,5068,disease,myocardial infarction (disease),MONDO
disease_disease,parent-child,28836,9433_13752_4933,disease,hypoplastic left heart syndrome,MONDO_grouped,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,28836,9433_13752_4933,disease,hypoplastic left heart syndrome,MONDO_grouped,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,28836,9433_13752_4933,disease,hypoplastic left heart syndrome,MONDO_grouped,37643,19820,disease,univentricular cardiopathy,MONDO
disease_disease,parent-child,28836,9433_13752_4933,disease,hypoplastic left heart syndrome,MONDO_grouped,37644,5584,disease,congenital left-sided heart lesions,MONDO
disease_disease,parent-child,28836,9433_13752_4933,disease,hypoplastic left heart syndrome,MONDO_grouped,35690,2254,disease,syndromic disease,MONDO
disease_disease,parent-child,33618,4981,disease,atrial fibrillation (disease),MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,35531,4994,disease,cardiomyopathy,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,36432,5009,disease,congestive heart failure,MONDO,37659,5252,disease,heart failure,MONDO
disease_disease,parent-child,36187,5010,disease,coronary artery disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,36187,5010,disease,coronary artery disease,MONDO,36313,473,disease,arterial disorder,MONDO
disease_disease,parent-child,33670,5025_6669,disease,endocarditis,MONDO_grouped,37523,24636,disease,inflammation of heart layer,MONDO
disease_disease,parent-child,37180,5068,disease,myocardial infarction (disease),MONDO,37522,24643,disease,myocardial disorder,MONDO
disease_disease,parent-child,37659,5252,disease,heart failure,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,84138,5253,disease,high output heart failure,MONDO,37659,5252,disease,heart failure,MONDO
disease_disease,parent-child,37716,5254,disease,symptomatic heart failure,MONDO,37659,5252,disease,heart failure,MONDO
disease_disease,parent-child,97044,5255,disease,mild heart failure,MONDO,37716,5254,disease,symptomatic heart failure,MONDO
disease_disease,parent-child,97045,5256,disease,moderate heart failure,MONDO,37716,5254,disease,symptomatic heart failure,MONDO
disease_disease,parent-child,97046,5257,disease,advanced heart failure,MONDO,37716,5254,disease,symptomatic heart failure,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,36173,651,disease,thoracic disease,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,35761,4995,disease,cardiovascular disease,MONDO
disease_disease,parent-child,33698,5310,disease,atrial flutter (disease),MONDO,37731,5479,disease,atrial tachycardia,MONDO
disease_disease,parent-child,94844,5355,disease,coronary restenosis,MONDO,37744,6715,disease,coronary stenosis,MONDO
disease_disease,parent-child,37894,5356,disease,coronary vasospasm,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,97067,5436,disease,postoperative ventricular dysfunction,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,97067,5436,disease,postoperative ventricular dysfunction,MONDO,37256,45001,disease,cardiac ventricle disease,MONDO
disease_disease,parent-child,35668,5449,disease,conduction system disorder,MONDO,37522,24643,disease,myocardial disorder,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,36967,24239,disease,congenital anomaly of cardiovascular system,MONDO
disease_disease,parent-child,97078,5476,disease,atrioventricular node disease,MONDO,35668,5449,disease,conduction system disorder,MONDO
disease_disease,parent-child,37769,5477,disease,ventricular tachycardia,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,83751,5478,disease,torsades de pointes,MONDO,37769,5477,disease,ventricular tachycardia,MONDO
disease_disease,parent-child,37731,5479,disease,atrial tachycardia,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,83812,5542,disease,acute coronary syndrome,MONDO,35690,2254,disease,syndromic disease,MONDO
disease_disease,parent-child,83812,5542,disease,acute coronary syndrome,MONDO,37786,24644,disease,myocardial ischemia,MONDO
disease_disease,parent-child,37644,5584,disease,congenital left-sided heart lesions,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,84062,5783,disease,hemopericardium (disease),MONDO,33673,1370,disease,pericardial effusion (disease),MONDO
disease_disease,parent-child,97194,5903,disease,pericardial tuberculosis,MONDO,35955,5904,disease,pericarditis (disease),MONDO
disease_disease,parent-child,97194,5903,disease,pericardial tuberculosis,MONDO,35604,368,disease,extrapulmonary tuberculosis,MONDO
disease_disease,parent-child,83962,6021,disease,Prinzmetal angina,MONDO,37894,5356,disease,coronary vasospasm,MONDO
disease_disease,parent-child,94579,6123,disease,cardiac rhabdomyoma (disease),MONDO,37923,36688,disease,rhabdomyoma,MONDO
disease_disease,parent-child,94579,6123,disease,cardiac rhabdomyoma (disease),MONDO,37281,21450,disease,benign neoplasm of heart,MONDO
disease_disease,parent-child,84324,6658,disease,arteriolosclerosis,MONDO,38044,21661,disease,coronary atherosclerosis,MONDO
disease_disease,parent-child,83937,6659,disease,arteriosclerosis obliterans,MONDO,38044,21661,disease,coronary atherosclerosis,MONDO
disease_disease,parent-child,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped,38046,20294,disease,atrial defect and interatrial communication,MONDO
disease_disease,parent-child,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped,36491,2078,disease,heart septal defect,MONDO
disease_disease,parent-child,94616,6714,disease,coronary aneurysm,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,37744,6715,disease,coronary stenosis,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,83823,6716,disease,coronary thrombosis,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,83823,6716,disease,coronary thrombosis,MONDO,35766,831,disease,thrombotic disease,MONDO
disease_disease,parent-child,83803,6727,disease,diastolic heart failure,MONDO,36432,5009,disease,congestive heart failure,MONDO
disease_disease,parent-child,84017,6746,disease,endomyocardial fibrosis,MONDO,38056,5201,disease,restrictive cardiomyopathy,MONDO
disease_disease,parent-child,97500,6779,disease,heart aneurysm,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,97501,6780,disease,heartwater disease,MONDO,36777,5583,disease,non-human animal disease,MONDO
disease_disease,parent-child,97501,6780,disease,heartwater disease,MONDO,35518,16003,disease,ehrlichiosis,MONDO
disease_disease,parent-child,84320,6805,disease,intermediate coronary syndrome,MONDO,36187,5010,disease,coronary artery disease,MONDO
disease_disease,parent-child,97519,6839,disease,Lutembacher syndrome,MONDO,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped
disease_disease,parent-child,36433,6955,disease,rheumatic heart disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,36433,6955,disease,rheumatic heart disease,MONDO,35638,21166,disease,inflammatory disease,MONDO
disease_disease,parent-child,97569,6993,disease,systolic heart failure,MONDO,36432,5009,disease,congestive heart failure,MONDO
disease_disease,parent-child,31957,7112,disease,interventricular septum aneurysm,MONDO,38142,18771,disease,congenital anomaly of ventricular septum,MONDO
disease_disease,parent-child,28295,7172_13750_13770_12654_13123_11938_13011_7173_13567_6664,disease,atrial septal defect,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,29717,7174,disease,Lown-Ganong-Levine syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,33281,7194,disease,familial bicuspid aortic valve,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,31489,7212,disease,brachydactyly-long thumb syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,31489,7212,disease,brachydactyly-long thumb syndrome,MONDO,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped
disease_disease,parent-child,29635,7224,disease,"brachydactyly, type E, with atrial septal defect, type 2",MONDO,27183,14798_7217_7218_14032_7219_20701_7222_7216_7221_7223_11757_7220_12658_13244_19679_19677_7215_19676_21004_19678_22599,disease,brachydactyly,MONDO_grouped
disease_disease,parent-child,28103,7240_7701_11474_19490,disease,progressive familial heart block,MONDO_grouped,35668,5449,disease,conduction system disorder,MONDO
disease_disease,parent-child,35506,7263,disease,cardiac rhythm disease,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,29525,7264,disease,sudden cardiac arrest,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,32346,7318,disease,Alagille syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,30830,7385,disease,idiopathic spontaneous coronary artery dissection,MONDO,38225,24471,disease,non-inflammatory vasculopathy,MONDO
disease_disease,parent-child,30765,7461,disease,short stature-valvular heart disease-characteristic facies syndrome,MONDO,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO
disease_disease,parent-child,29140,7465,disease,distichiasis with congenital anomalies of the heart and peripheral vasculature,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,31211,7732,disease,Holt-Oram syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,38947,8004,disease,familial mitral valve prolapse,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,31297,8343,disease,pulmonary atresia with ventricular septal defect,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,31297,8343,disease,pulmonary atresia with ventricular septal defect,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,28037,8349,disease,"pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities",MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,31894,8488,disease,holoprosencephaly-radial heart renal anomalies syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,31894,8488,disease,holoprosencephaly-radial heart renal anomalies syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,31894,8488,disease,holoprosencephaly-radial heart renal anomalies syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,31894,8488,disease,holoprosencephaly-radial heart renal anomalies syndrome,MONDO,38106,15620,disease,syndromic urogenital tract malformation,MONDO
disease_disease,parent-child,31894,8488,disease,holoprosencephaly-radial heart renal anomalies syndrome,MONDO,35666,19721_19720,disease,renal or urinary tract malformation,MONDO_grouped
disease_disease,parent-child,32606,8499,disease,short stature-wormian bones-dextrocardia syndrome,MONDO,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO
disease_disease,parent-child,28231,8504,disease,supravalvular aortic stenosis (disease),MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,27857,8542,disease,tetralogy of fallot,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,27857,8542,disease,tetralogy of fallot,MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,31179,8645,disease,ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome,MONDO,35748,24623_18751,disease,otorhinolaryngologic disease,MONDO_grouped
disease_disease,parent-child,31179,8645,disease,ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome,MONDO,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO
disease_disease,parent-child,31179,8645,disease,ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome,MONDO,35438,23603,disease,hereditary connective tissue disorder,MONDO
disease_disease,parent-child,31179,8645,disease,ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome,MONDO,37898,15335,disease,orofacial clefting syndrome,MONDO
disease_disease,parent-child,27321,8648,disease,"ventricular tachycardia, familial",MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,27321,8648,disease,"ventricular tachycardia, familial",MONDO,37769,5477,disease,ventricular tachycardia,MONDO
disease_disease,parent-child,30529,8678,disease,Williams syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,28540,8685,disease,Wolff-Parkinson-white syndrome (disease),MONDO,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,30870,8832,disease,right atrial isomerism (disease),MONDO,38106,15620,disease,syndromic urogenital tract malformation,MONDO
disease_disease,parent-child,30870,8832,disease,right atrial isomerism (disease),MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,30870,8832,disease,right atrial isomerism (disease),MONDO,35666,19721_19720,disease,renal or urinary tract malformation,MONDO_grouped
disease_disease,parent-child,30870,8832,disease,right atrial isomerism (disease),MONDO,38546,18677,disease,visceral heterotaxy,MONDO
disease_disease,parent-child,29617,8848,disease,atrioventricular dissociation (disease),MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,30985,8908,disease,MGAT2-CDG,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,30643,8911,disease,"cardiac lipidosis, familial",MONDO,32712,10771,disease,histiocytoid cardiomyopathy,MONDO
disease_disease,parent-child,30004,8912,disease,cardiac septal defects with coarctation of the aorta,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,28573,8913,disease,"cardiac valvular defect, developmental",MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,30939,8917,disease,heart defects-limb shortening syndrome,MONDO,35458,6025,disease,autosomal recessive disease,MONDO
disease_disease,parent-child,30939,8917,disease,heart defects-limb shortening syndrome,MONDO,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO
disease_disease,parent-child,30939,8917,disease,heart defects-limb shortening syndrome,MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,29649,8922,disease,Sengers syndrome,MONDO,38567,20231,disease,cardiac disease with cataract,MONDO
disease_disease,parent-child,31003,8965,disease,CHARGE syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,27309,9008,disease,heart defect - tongue hamartoma - polysyndactyly syndrome,MONDO,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO
disease_disease,parent-child,30952,9098,disease,dextrocardia with unusual facies and microphthalmia,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,32052,9159,disease,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,32052,9159,disease,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO,30606,7842_20066_20521_20522,disease,Ehlers-Danlos syndrome,MONDO_grouped
disease_disease,parent-child,32108,9162,disease,Ellis-van Creveld syndrome,MONDO,35669,5267,disease,heart disease,MONDO
